DRILLHOLE_NO,z_true,EASTING_GDA2020,NORTHING_GDA2020
2153,18.07,332634.11,6459273.16
2154,8.763125,338093.17,6458841.18
2155,5.182,340642.19,6458719.15
2174,15.735,332080.05,6459804.13
2176,13.518333333333333,333592.08,6460665.13
2177,16.62318181818182,331202.04,6460425.2
2178,13.548333333333334,331259.04,6460694.18
2184,25.603999999999996,337591.14,6471369.15
2185,24.316111111111113,340662.09,6470940.27
2186,24.637222222222224,340423.17,6470589.25
2188,7.1949999999999985,347038.13,6467123.11
2195,12.190833333333336,352317.18,6469830.16
2201,9.319285714285714,353727.13,6476236.1
2202,20.77722222222222,331351.07,6461653.18
2203,3.62,336803.12,6461639.2
2204,13.006666666666666,333914.12,6467013.16
2205,24.46772727272727,332912.17,6470950.23
2208,19.0690625,333285.12,6474325.22
2209,11.151666666666666,342247.11,6461912.18
2219,12.854166666666666,325394.06,6474455.23
2220,12.301428571428572,324762.12,6473879.21
2222,12.466999999999999,324741.13,6473512.23
2223,10.972142857142858,320507.12,6470660.1
2224,15.785714285714286,320831.12,6469972.19
2225,8.4325,320103.17,6466494.19
2228,6.8870000000000005,323672.12,6467512.23
2229,7.873333333333334,325264.18,6469505.19
2230,21.298125,329782.04,6469014.19
2231,16.21785714285714,329781.1,6469014.18
2232,8.352,323565.09,6466197.11
2233,20.168333333333333,324448.04,6466222.26
2234,16.22,322790.04,6466074.15
2247,13.684999999999999,325718.13,6459023.19
2248,9.785,325101.09,6458662.2
2249,8.330833333333333,324869.04,6458399.16
2250,11.124285714285715,325287.12,6458732.14
2255,10.280384615384616,312355.01,6472618.3
2257,7.0633333333333335,314529.03,6473752.24
2258,9.51611111111111,317173.04,6472149.2
2260,10.385,311702.04,6469329.14
2269,6.858,311211.07,6468512.14
2270,9.33909090909091,316426.12,6466106.2
2272,12.317916666666667,318870.05,6464553.16
2273,2.6174999999999997,317365.09,6463487.23
2274,11.849375,316501.12,6465853.24
2283,7.900714285714286,313750.06,6464189.2
2287,6.21125,312980.12,6463545.2
2290,4.648125,314524.12,6462812.16
2299,17.516470588235293,314225.0,6478784.15
2300,19.227083333333336,315164.07,6478790.2
2305,6.531428571428571,311777.07,6465555.2
2306,7.5,312464.0,6465278.23
2308,4.769,312831.02,6465731.13
2314,13.05,312651.0,6465794.16
2315,4.83875,312714.06,6465858.2
2316,6.782500000000001,312738.03,6465959.12
2317,5.41,312854.06,6466054.18
2319,8.75,312538.07,6465820.15
2326,4.833333333333333,312401.04,6465808.21
2332,3.758333333333333,311998.99,6465775.22
2340,19.71875,312486.06,6465690.21
2341,6.3,312613.02,6465611.13
2342,8.1875,312483.01,6465583.13
2345,6.0625,312453.99,6465623.19
2346,8.5,312425.02,6465635.19
2347,5.75,312454.03,6465564.19
2348,8.0,312694.04,6465494.16
2355,9.5,312368.01,6465577.14
2357,8.25,312252.06,6465592.21
2359,8.0,312367.08,6465669.18
2375,11.79,353980.33,6669306.59
2401,12.520833333333334,339171.35,6657663.39
2499,16.406666666666666,347888.3,6703808.49
2503,8.46875,328853.33,6721520.63
2504,11.8725,324049.41,6719677.47
2511,21.35411764705882,324247.28,6705740.6
2529,18.4525,310910.46,6693118.67
2541,26.8975,341362.44,6700518.48
2625,178.72656626506026,330484.94,6735964.67
2630,23.575499999999998,339478.4,6830868.39
2633,61.699999999999996,348417.47,6820816.54
2657,33.222,333539.69,7009681.55
2661,20.428571428571427,347293.82,7001489.53
2662,20.22222222222222,339259.64,7011868.52
2696,30.199999999999996,330876.86,6978114.48
2700,20.3,332464.57,7011593.58
2701,17.75,333085.53,7011768.53
2712,15.375,328375.6,6981034.53
2714,10.25,335158.57,6976763.62
2715,10.75,335070.5,6981932.55
2745,20.215,333138.6,7013312.56
2746,3.05,333302.57,7014238.54
